,FIPS,Median_Household_Income_2018,Income_Ctg,transit_scores,Test Date,New Positives,Cumulative Number of Positives,Total Number of Tests Performed,Cumulative Number of Tests Performed,After Order,pop_density,proportion_cases,log_proportion,dt_test_date,Pre Trend,Post Trend,NatLogDiff
318,36009,48017,3,107119962,3/28/2020,132,176,572,6116,1,61.4,0.230769231,-1.466337069,3/28/2020,26,3,1.386294361
319,36009,48017,3,107119962,3/29/2020,88,264,308,6424,1,61.4,0.285714286,-1.252762968,3/29/2020,27,4,0.405465108
321,36009,48017,2,107119962,3/31/2020,44,308,528,7172,1,61.4,0.083333333,-2.48490665,3/31/2020,29,6,0.15415068
322,36009,48017,1,107119962,4/1/2020,44,352,1232,8404,1,61.4,0.035714286,-3.33220451,4/1/2020,30,7,0.133531393
323,36009,48017,3,107119962,4/2/2020,44,396,1056,9460,1,61.4,0.041666667,-3.17805383,4/2/2020,31,8,0.117783036
325,36009,48017,3,107119962,4/4/2020,44,440,528,10340,1,61.4,0.083333333,-2.48490665,4/4/2020,33,10,0.105360516
326,36009,48017,2,107119962,4/5/2020,88,528,704,11044,1,61.4,0.125,-2.079441542,4/5/2020,34,11,0.182321557
327,36009,48017,2,107119962,4/6/2020,44,572,616,11660,1,61.4,0.071428571,-2.63905733,4/6/2020,35,12,0.080042708
328,36009,48017,2,107119962,4/7/2020,88,660,836,12496,1,61.4,0.105263158,-2.251291799,4/7/2020,36,13,0.143100844
329,36009,48017,2,107119962,4/8/2020,88,748,660,13156,1,61.4,0.133333333,-2.014903021,4/8/2020,37,14,0.125163143
330,36009,48017,2,107119962,4/9/2020,44,792,1144,14300,1,61.4,0.038461538,-3.258096538,4/9/2020,38,15,0.057158414
331,36009,48017,2,107119962,4/10/2020,44,836,308,14608,1,61.4,0.142857143,-1.945910149,4/10/2020,39,16,0.054067221
332,36009,48017,2,107119962,4/11/2020,396,1232,1408,16016,1,61.4,0.28125,-1.268511325,4/11/2020,40,17,0.387765531
334,36009,48017,2,107119962,4/13/2020,176,1408,572,16852,1,61.4,0.307692308,-1.178654996,4/13/2020,42,19,0.133531393
337,36009,48017,3,107119962,4/16/2020,88,1496,1364,19316,1,61.4,0.064516129,-2.740840024,4/16/2020,45,22,0.060624622
341,36009,48017,2,107119962,4/20/2020,44,1540,352,21120,1,61.4,0.125,-2.079441542,4/20/2020,49,26,0.028987537
342,36009,48017,1,107119962,4/21/2020,88,1628,1496,22616,1,61.4,0.058823529,-2.833213344,4/21/2020,50,27,0.055569851
344,36009,48017,3,107119962,4/23/2020,88,1716,1408,25784,1,61.4,0.0625,-2.772588722,4/23/2020,52,29,0.052643733
345,36009,48017,3,107119962,4/24/2020,264,1980,4488,30272,1,61.4,0.058823529,-2.833213344,4/24/2020,53,30,0.143100844
349,36009,48017,2,107119962,4/28/2020,88,2068,3344,36256,1,61.4,0.026315789,-3.63758616,4/28/2020,57,34,0.043485112
351,36009,48017,3,107119962,4/30/2020,88,2156,3432,43428,1,61.4,0.025641026,-3.663561646,4/30/2020,59,36,0.041672696
352,36009,48017,3,107119962,5/1/2020,44,2200,3520,46948,1,61.4,0.0125,-4.382026635,5/1/2020,60,37,0.020202707
353,36009,48017,1,107119962,5/2/2020,132,2332,2376,49324,1,61.4,0.055555556,-2.890371758,5/2/2020,61,38,0.058268908
356,36009,48017,3,107119962,5/5/2020,44,2376,2068,52316,1,61.4,0.021276596,-3.850147602,5/5/2020,64,41,0.018692133
357,36009,48017,2,107119962,5/6/2020,220,2596,2860,55176,1,61.4,0.076923077,-2.564949357,5/6/2020,65,42,0.088553397
359,36009,48017,1,107119962,5/8/2020,44,2640,2376,59136,1,61.4,0.018518519,-3.988984047,5/8/2020,67,44,0.016807118
361,36009,48017,2,107119962,5/10/2020,44,2684,4532,64592,1,61.4,0.009708738,-4.634728988,5/10/2020,69,46,0.016529302
364,36009,48017,2,107119962,5/13/2020,132,2816,5896,75152,1,61.4,0.02238806,-3.799227511,5/13/2020,72,49,0.048009219
385,36011,52945,2,3816759311,3/22/2020,68,68,1122,2686,0,115.7,0.060606061,-2.803360381,3/22/2020,20,0,0
392,36011,52945,2,3816759311,3/29/2020,34,102,1258,7718,1,115.7,0.027027027,-3.610917913,3/29/2020,27,4,0.405465108
395,36011,52945,3,3816759311,4/1/2020,34,136,850,9214,1,115.7,0.04,-3.218875825,4/1/2020,30,7,0.287682072
396,36011,52945,2,3816759311,4/2/2020,68,204,1224,10438,1,115.7,0.055555556,-2.890371758,4/2/2020,31,8,0.405465108
397,36011,52945,2,3816759311,4/3/2020,34,238,510,10948,1,115.7,0.066666667,-2.708050201,4/3/2020,32,9,0.15415068
398,36011,52945,2,3816759311,4/4/2020,34,272,1088,12036,1,115.7,0.03125,-3.465735903,4/4/2020,33,10,0.133531393
399,36011,52945,2,3816759311,4/5/2020,102,374,1054,13090,1,115.7,0.096774194,-2.335374916,4/5/2020,34,11,0.318453731
400,36011,52945,2,3816759311,4/6/2020,102,476,1122,14212,1,115.7,0.090909091,-2.397895273,4/6/2020,35,12,0.241162057
402,36011,52945,2,3816759311,4/8/2020,68,544,1258,15844,1,115.7,0.054054054,-2.917770732,4/8/2020,37,14,0.133531393
403,36011,52945,1,3816759311,4/9/2020,374,918,1054,16898,1,115.7,0.35483871,-1.036091932,4/9/2020,38,15,0.523248144
404,36011,52945,2,3816759311,4/10/2020,34,952,170,17068,1,115.7,0.2,-1.609437912,4/10/2020,39,16,0.036367644
405,36011,52945,2,3816759311,4/11/2020,34,986,272,17340,1,115.7,0.125,-2.079441542,4/11/2020,40,17,0.03509132
406,36011,52945,1,3816759311,4/12/2020,34,1020,170,17510,1,115.7,0.2,-1.609437912,4/12/2020,41,18,0.033901552
407,36011,52945,1,3816759311,4/13/2020,102,1122,1768,19278,1,115.7,0.057692308,-2.85263143,4/13/2020,42,19,0.09531018
408,36011,52945,1,3816759311,4/14/2020,102,1224,340,19618,1,115.7,0.3,-1.203972804,4/14/2020,43,20,0.087011377
416,36011,52945,2,3816759311,4/22/2020,34,1258,408,21556,1,115.7,0.083333333,-2.48490665,4/22/2020,51,28,0.027398974
417,36011,52945,3,3816759311,4/23/2020,68,1326,476,22032,1,115.7,0.142857143,-1.945910149,4/23/2020,52,29,0.052643733
418,36011,52945,3,3816759311,4/24/2020,272,1598,6494,28526,1,115.7,0.041884817,-3.172831886,4/24/2020,53,30,0.186585956
420,36011,52945,2,3816759311,4/26/2020,34,1632,680,29852,1,115.7,0.05,-2.995732274,4/26/2020,55,32,0.021053409
424,36011,52945,3,3816759311,4/30/2020,102,1734,952,33490,1,115.7,0.107142857,-2.233592222,4/30/2020,59,36,0.060624622
430,36011,52945,2,3816759311,5/6/2020,34,1768,850,37128,1,115.7,0.04,-3.218875825,5/6/2020,65,42,0.019418086
432,36011,52945,1,3816759311,5/8/2020,34,1802,2074,39882,1,115.7,0.016393443,-4.110873864,5/8/2020,67,44,0.019048195
433,36011,52945,3,3816759311,5/9/2020,170,1972,782,40664,1,115.7,0.217391304,-1.526056303,5/9/2020,68,45,0.090151097
434,36011,52945,3,3816759311,5/10/2020,68,2040,1632,42296,1,115.7,0.041666667,-3.17805383,5/10/2020,69,46,0.033901552
460,36013,45689,3,2465043058,3/24/2020,45,45,135,1440,0,127.2,0.333333333,-1.098612289,3/24/2020,22,0,0
463,36013,45689,1,2465043058,3/27/2020,180,225,855,3375,1,127.2,0.210526316,-1.558144618,3/27/2020,25,2,1.609437912
466,36013,45689,2,2465043058,3/30/2020,45,270,405,4815,1,127.2,0.111111111,-2.197224577,3/30/2020,28,5,0.182321557
468,36013,45689,2,2465043058,4/1/2020,90,360,360,5580,1,127.2,0.25,-1.386294361,4/1/2020,30,7,0.287682072
469,36013,45689,1,2465043058,4/2/2020,45,405,675,6255,1,127.2,0.066666667,-2.708050201,4/2/2020,31,8,0.117783036
470,36013,45689,1,2465043058,4/3/2020,45,450,900,7155,1,127.2,0.05,-2.995732274,4/3/2020,32,9,0.105360516
471,36013,45689,2,2465043058,4/4/2020,45,495,1260,8415,1,127.2,0.035714286,-3.33220451,4/4/2020,33,10,0.09531018
472,36013,45689,2,2465043058,4/5/2020,180,675,2250,10665,1,127.2,0.08,-2.525728644,4/5/2020,34,11,0.310154928
473,36013,45689,2,2465043058,4/6/2020,45,720,1665,12330,1,127.2,0.027027027,-3.610917913,4/6/2020,35,12,0.064538521
474,36013,45689,1,2465043058,4/7/2020,45,765,270,12600,1,127.2,0.166666667,-1.791759469,4/7/2020,36,13,0.060624622
475,36013,45689,3,2465043058,4/8/2020,45,810,1440,14040,1,127.2,0.03125,-3.465735903,4/8/2020,37,14,0.057158414
476,36013,45689,2,2465043058,4/9/2020,90,900,2430,16470,1,127.2,0.037037037,-3.295836866,4/9/2020,38,15,0.105360516
477,36013,45689,2,2465043058,4/10/2020,45,945,3015,19485,1,127.2,0.014925373,-4.204692619,4/10/2020,39,16,0.048790164
478,36013,45689,3,2465043058,4/11/2020,45,990,1755,21240,1,127.2,0.025641026,-3.663561646,4/11/2020,40,17,0.046520016
479,36013,45689,2,2465043058,4/12/2020,45,1035,1125,22365,1,127.2,0.04,-3.218875825,4/12/2020,41,18,0.044451763
481,36013,45689,1,2465043058,4/14/2020,45,1080,855,23580,1,127.2,0.052631579,-2.944438979,4/14/2020,43,20,0.042559614
483,36013,45689,1,2465043058,4/16/2020,45,1125,1440,26325,1,127.2,0.03125,-3.465735903,4/16/2020,45,22,0.040821995
488,36013,45689,2,2465043058,4/21/2020,45,1170,1170,29925,1,127.2,0.038461538,-3.258096538,4/21/2020,50,27,0.039220713
490,36013,45689,1,2465043058,4/23/2020,45,1215,3330,34965,1,127.2,0.013513514,-4.304065093,4/23/2020,52,29,0.037740328
492,36013,45689,2,2465043058,4/25/2020,90,1305,2520,41850,1,127.2,0.035714286,-3.33220451,4/25/2020,54,31,0.071458964
493,36013,45689,1,2465043058,4/26/2020,45,1350,4545,46395,1,127.2,0.00990099,-4.615120517,4/26/2020,55,32,0.033901552
495,36013,45689,2,2465043058,4/28/2020,45,1395,2880,50445,1,127.2,0.015625,-4.158883083,4/28/2020,57,34,0.032789823
496,36013,45689,2,2465043058,4/29/2020,90,1485,1755,52200,1,127.2,0.051282051,-2.970414466,4/29/2020,58,35,0.062520357
497,36013,45689,1,2465043058,4/30/2020,90,1575,2115,54315,1,127.2,0.042553191,-3.157000421,4/30/2020,59,36,0.0588405
499,36013,45689,2,2465043058,5/2/2020,45,1620,810,57510,1,127.2,0.055555556,-2.890371758,5/2/2020,61,38,0.028170877
500,36013,45689,3,2465043058,5/3/2020,45,1665,405,57915,1,127.2,0.111111111,-2.197224577,5/3/2020,62,39,0.027398974
502,36013,45689,2,2465043058,5/5/2020,45,1710,3960,64305,1,127.2,0.011363636,-4.477336814,5/5/2020,64,41,0.026668247
503,36013,45689,3,2465043058,5/6/2020,90,1800,3600,67905,1,127.2,0.025,-3.688879454,5/6/2020,65,42,0.051293294
506,36013,45689,2,2465043058,5/9/2020,45,1845,2610,77175,1,127.2,0.017241379,-4.060443011,5/9/2020,68,45,0.024692613
508,36013,45689,1,2465043058,5/11/2020,45,1890,2205,80595,1,127.2,0.020408163,-3.891820298,5/11/2020,70,47,0.024097552
509,36013,45689,3,2465043058,5/12/2020,45,1935,5625,86220,1,127.2,0.008,-4.828313737,5/12/2020,71,48,0.023530497
510,36013,45689,3,2465043058,5/13/2020,45,1980,5625,91845,1,127.2,0.008,-4.828313737,5/13/2020,72,49,0.022989518
532,36015,52565,1,12635975,3/23/2020,18,18,306,1008,0,218.1,0.058823529,-2.833213344,3/23/2020,21,0,0
534,36015,52565,1,12635975,3/25/2020,108,126,1026,2124,0,218.1,0.105263158,-2.251291799,3/25/2020,23,0,1.945910149
535,36015,52565,2,12635975,3/26/2020,72,198,864,2988,1,218.1,0.083333333,-2.48490665,3/26/2020,24,1,0.451985124
536,36015,52565,1,12635975,3/27/2020,18,216,864,3852,1,218.1,0.020833333,-3.871201011,3/27/2020,25,2,0.087011377
537,36015,52565,2,12635975,3/28/2020,54,270,450,4302,1,218.1,0.12,-2.120263536,3/28/2020,26,3,0.223143551
539,36015,52565,3,12635975,3/30/2020,90,360,846,5274,1,218.1,0.106382979,-2.240709689,3/30/2020,28,5,0.287682072
540,36015,52565,2,12635975,3/31/2020,36,396,756,6030,1,218.1,0.047619048,-3.044522438,3/31/2020,29,6,0.09531018
542,36015,52565,3,12635975,4/2/2020,234,630,1512,7794,1,218.1,0.154761905,-1.865867441,4/2/2020,31,8,0.464305608
543,36015,52565,2,12635975,4/3/2020,18,648,504,8298,1,218.1,0.035714286,-3.33220451,4/3/2020,32,9,0.028170877
544,36015,52565,3,12635975,4/4/2020,36,684,630,8928,1,218.1,0.057142857,-2.862200881,4/4/2020,33,10,0.054067221
545,36015,52565,2,12635975,4/5/2020,162,846,900,9828,1,218.1,0.18,-1.714798428,4/5/2020,34,11,0.212561442
546,36015,52565,2,12635975,4/6/2020,36,882,396,10224,1,218.1,0.090909091,-2.397895273,4/6/2020,35,12,0.041672696
547,36015,52565,3,12635975,4/7/2020,108,990,1008,11232,1,218.1,0.107142857,-2.233592222,4/7/2020,36,13,0.115512887
548,36015,52565,1,12635975,4/8/2020,72,1062,684,11916,1,218.1,0.105263158,-2.251291799,4/8/2020,37,14,0.070204259
550,36015,52565,2,12635975,4/10/2020,18,1080,468,13086,1,218.1,0.038461538,-3.258096538,4/10/2020,39,16,0.016807118
553,36015,52565,2,12635975,4/13/2020,72,1152,720,14076,1,218.1,0.1,-2.302585093,4/13/2020,42,19,0.064538521
554,36015,52565,2,12635975,4/14/2020,90,1242,774,14850,1,218.1,0.11627907,-2.151762203,4/14/2020,43,20,0.075223421
555,36015,52565,2,12635975,4/15/2020,18,1260,324,15174,1,218.1,0.055555556,-2.890371758,4/15/2020,44,21,0.014388737
556,36015,52565,2,12635975,4/16/2020,18,1278,162,15336,1,218.1,0.111111111,-2.197224577,4/16/2020,45,22,0.014184635
557,36015,52565,2,12635975,4/17/2020,18,1296,576,15912,1,218.1,0.03125,-3.465735903,4/17/2020,46,23,0.013986242
558,36015,52565,1,12635975,4/18/2020,18,1314,270,16182,1,218.1,0.066666667,-2.708050201,4/18/2020,47,24,0.013793322
560,36015,52565,1,12635975,4/20/2020,36,1350,576,17064,1,218.1,0.0625,-2.772588722,4/20/2020,49,26,0.027028672
562,36015,52565,1,12635975,4/22/2020,18,1368,522,18270,1,218.1,0.034482759,-3.36729583,4/22/2020,51,28,0.013245227
563,36015,52565,2,12635975,4/23/2020,54,1422,702,18972,1,218.1,0.076923077,-2.564949357,4/23/2020,52,29,0.038714512
564,36015,52565,3,12635975,4/24/2020,432,1854,4104,23076,1,218.1,0.105263158,-2.251291799,4/24/2020,53,30,0.265281136
565,36015,52565,3,12635975,4/25/2020,54,1908,306,23382,1,218.1,0.176470588,-1.734601055,4/25/2020,54,31,0.028710106
566,36015,52565,1,12635975,4/26/2020,36,1944,360,23742,1,218.1,0.1,-2.302585093,4/26/2020,55,32,0.018692133
567,36015,52565,1,12635975,4/27/2020,90,2034,1152,24894,1,218.1,0.078125,-2.549445171,4/27/2020,56,33,0.045256592
568,36015,52565,3,12635975,4/28/2020,108,2142,1728,26622,1,218.1,0.0625,-2.772588722,4/28/2020,57,34,0.051735674
569,36015,52565,3,12635975,4/29/2020,54,2196,1512,28134,1,218.1,0.035714286,-3.33220451,4/29/2020,58,35,0.024897552
570,36015,52565,2,12635975,4/30/2020,18,2214,972,29106,1,218.1,0.018518519,-3.988984047,4/30/2020,59,36,0.008163311
571,36015,52565,2,12635975,5/1/2020,18,2232,648,29754,1,218.1,0.027777778,-3.583518938,5/1/2020,60,37,0.00809721
572,36015,52565,2,12635975,5/2/2020,18,2250,468,30222,1,218.1,0.038461538,-3.258096538,5/2/2020,61,38,0.008032172
573,36015,52565,2,12635975,5/3/2020,18,2268,4392,34614,1,218.1,0.004098361,-5.497168225,5/3/2020,62,39,0.00796817
575,36015,52565,1,12635975,5/5/2020,36,2304,2574,39960,1,218.1,0.013986014,-4.26969745,5/5/2020,64,41,0.015748357
576,36015,52565,3,12635975,5/6/2020,18,2322,1602,41562,1,218.1,0.011235955,-4.48863637,5/6/2020,65,42,0.00778214
577,36015,52565,2,12635975,5/7/2020,18,2340,828,42390,1,218.1,0.02173913,-3.828641396,5/7/2020,66,43,0.007722046
578,36015,52565,1,12635975,5/8/2020,18,2358,1944,44334,1,218.1,0.009259259,-4.682131227,5/8/2020,67,44,0.007662873
582,36015,52565,2,12635975,5/12/2020,18,2376,5076,56016,1,218.1,0.003546099,-5.641907071,5/12/2020,71,48,0.007604599
599,36017,50312,1,0,3/17/2020,31,31,31,124,0,56.5,1,0,3/17/2020,15,0,0
600,36017,50312,2,0,3/18/2020,31,62,31,155,0,56.5,1,0,3/18/2020,16,0,0.693147181
603,36017,50312,1,0,3/21/2020,31,93,124,403,0,56.5,0.25,-1.386294361,3/21/2020,19,0,0.405465108
608,36017,50312,2,0,3/26/2020,31,124,186,961,1,56.5,0.166666667,-1.791759469,3/26/2020,24,1,0.287682072
609,36017,50312,3,0,3/27/2020,124,248,403,1364,1,56.5,0.307692308,-1.178654996,3/27/2020,25,2,0.693147181
610,36017,50312,1,0,3/28/2020,217,465,465,1829,1,56.5,0.466666667,-0.762140052,3/28/2020,26,3,0.628608659
611,36017,50312,2,0,3/29/2020,62,527,217,2046,1,56.5,0.285714286,-1.252762968,3/29/2020,27,4,0.125163143
612,36017,50312,2,0,3/30/2020,62,589,279,2325,1,56.5,0.222222222,-1.504077397,3/30/2020,28,5,0.111225635
613,36017,50312,2,0,3/31/2020,217,806,620,2945,1,56.5,0.35,-1.049822124,3/31/2020,29,6,0.313657559
614,36017,50312,2,0,4/1/2020,62,868,496,3441,1,56.5,0.125,-2.079441542,4/1/2020,30,7,0.074107972
615,36017,50312,1,0,4/2/2020,124,992,527,3968,1,56.5,0.235294118,-1.446918983,4/2/2020,31,8,0.133531393
616,36017,50312,2,0,4/3/2020,217,1209,1240,5208,1,56.5,0.175,-1.742969305,4/3/2020,32,9,0.197825743
617,36017,50312,1,0,4/4/2020,124,1333,527,5735,1,56.5,0.235294118,-1.446918983,4/4/2020,33,10,0.09763847
618,36017,50312,1,0,4/5/2020,93,1426,837,6572,1,56.5,0.111111111,-2.197224577,4/5/2020,34,11,0.067441281
619,36017,50312,2,0,4/6/2020,155,1581,1302,7874,1,56.5,0.119047619,-2.128231706,4/6/2020,35,12,0.103184236
620,36017,50312,3,0,4/7/2020,62,1643,341,8215,1,56.5,0.181818182,-1.704748092,4/7/2020,36,13,0.038466281
621,36017,50312,2,0,4/8/2020,62,1705,651,8866,1,56.5,0.095238095,-2.351375257,4/8/2020,37,14,0.037041272
622,36017,50312,3,0,4/9/2020,155,1860,899,9765,1,56.5,0.172413793,-1.757857918,4/9/2020,38,15,0.087011377
623,36017,50312,2,0,4/10/2020,31,1891,527,10292,1,56.5,0.058823529,-2.833213344,4/10/2020,39,16,0.016529302
624,36017,50312,3,0,4/11/2020,62,1953,372,10664,1,56.5,0.166666667,-1.791759469,4/11/2020,40,17,0.032260862
625,36017,50312,2,0,4/12/2020,62,2015,527,11191,1,56.5,0.117647059,-2.140066163,4/12/2020,41,18,0.031252544
626,36017,50312,2,0,4/13/2020,93,2108,1116,12307,1,56.5,0.083333333,-2.48490665,4/13/2020,42,19,0.045120435
627,36017,50312,1,0,4/14/2020,93,2201,527,12834,1,56.5,0.176470588,-1.734601055,4/14/2020,43,20,0.043172172
628,36017,50312,3,0,4/15/2020,62,2263,651,13485,1,56.5,0.095238095,-2.351375257,4/15/2020,44,21,0.027779564
629,36017,50312,1,0,4/16/2020,93,2356,496,13981,1,56.5,0.1875,-1.673976434,4/16/2020,45,22,0.040273899
630,36017,50312,3,0,4/17/2020,31,2387,341,14322,1,56.5,0.090909091,-2.397895273,4/17/2020,46,23,0.013072082
631,36017,50312,3,0,4/18/2020,31,2418,403,14725,1,56.5,0.076923077,-2.564949357,4/18/2020,47,24,0.012903405
633,36017,50312,3,0,4/20/2020,31,2449,217,15283,1,56.5,0.142857143,-1.945910149,4/20/2020,49,26,0.012739026
635,36017,50312,2,0,4/22/2020,93,2542,620,16430,1,56.5,0.15,-1.897119985,4/22/2020,51,28,0.037271395
636,36017,50312,2,0,4/23/2020,62,2604,620,17050,1,56.5,0.1,-2.302585093,4/23/2020,52,29,0.024097552
637,36017,50312,2,0,4/24/2020,217,2821,4464,21514,1,56.5,0.048611111,-3.023903151,4/24/2020,53,30,0.080042708
638,36017,50312,1,0,4/25/2020,62,2883,589,22103,1,56.5,0.105263158,-2.251291799,4/25/2020,54,31,0.021739987
639,36017,50312,3,0,4/26/2020,62,2945,713,22816,1,56.5,0.086956522,-2.442347035,4/26/2020,55,32,0.021277398
641,36017,50312,2,0,4/28/2020,31,2976,558,23684,1,56.5,0.055555556,-2.890371758,4/28/2020,57,34,0.0104713
642,36017,50312,2,0,4/29/2020,62,3038,775,24459,1,56.5,0.08,-2.525728644,4/29/2020,58,35,0.020619287
643,36017,50312,2,0,4/30/2020,31,3069,651,25110,1,56.5,0.047619048,-3.044522438,4/30/2020,59,36,0.010152371
646,36017,50312,2,0,5/3/2020,31,3100,1550,28861,1,56.5,0.02,-3.912023005,5/3/2020,62,39,0.010050336
648,36017,50312,3,0,5/5/2020,62,3162,1581,31744,1,56.5,0.039215686,-3.238678452,5/5/2020,64,41,0.019802627
649,36017,50312,3,0,5/6/2020,93,3255,1550,33294,1,56.5,0.06,-2.813410717,5/6/2020,65,42,0.028987537
651,36017,50312,1,0,5/8/2020,124,3379,5611,39711,1,56.5,0.022099448,-3.81220267,5/8/2020,67,44,0.037387532
653,36017,50312,2,0,5/10/2020,62,3441,3317,44423,1,56.5,0.018691589,-3.979681654,5/10/2020,69,46,0.018182319
654,36017,50312,2,0,5/11/2020,31,3472,6107,50530,1,56.5,0.005076142,-5.283203729,5/11/2020,70,47,0.00896867
671,36019,55517,2,618004645,3/16/2020,20,20,20,200,0,79.1,1,0,3/16/2020,14,0,0
673,36019,55517,2,618004645,3/18/2020,20,40,420,680,0,79.1,0.047619048,-3.044522438,3/18/2020,16,0,0.693147181
675,36019,55517,3,618004645,3/20/2020,40,80,240,1100,0,79.1,0.166666667,-1.791759469,3/20/2020,18,0,0.693147181
677,36019,55517,3,618004645,3/22/2020,40,120,240,1380,0,79.1,0.166666667,-1.791759469,3/22/2020,20,0,0.405465108
678,36019,55517,2,618004645,3/23/2020,40,160,340,1720,0,79.1,0.117647059,-2.140066163,3/23/2020,21,0,0.287682072
679,36019,55517,2,618004645,3/24/2020,40,200,280,2000,0,79.1,0.142857143,-1.945910149,3/24/2020,22,0,0.223143551
680,36019,55517,1,618004645,3/25/2020,20,220,320,2320,0,79.1,0.0625,-2.772588722,3/25/2020,23,0,0.09531018
682,36019,55517,3,618004645,3/27/2020,20,240,440,2880,1,79.1,0.045454545,-3.091042453,3/27/2020,25,2,0.087011377
683,36019,55517,1,618004645,3/28/2020,20,260,360,3240,1,79.1,0.055555556,-2.890371758,3/28/2020,26,3,0.080042708
684,36019,55517,1,618004645,3/29/2020,80,340,380,3620,1,79.1,0.210526316,-1.558144618,3/29/2020,27,4,0.268263987
685,36019,55517,2,618004645,3/30/2020,80,420,180,3800,1,79.1,0.444444444,-0.810930216,3/30/2020,28,5,0.211309094
686,36019,55517,3,618004645,3/31/2020,80,500,420,4220,1,79.1,0.19047619,-1.658228077,3/31/2020,29,6,0.174353387
688,36019,55517,2,618004645,4/2/2020,100,600,320,4640,1,79.1,0.3125,-1.16315081,4/2/2020,31,8,0.182321557
689,36019,55517,1,618004645,4/3/2020,20,620,220,4860,1,79.1,0.090909091,-2.397895273,4/3/2020,32,9,0.032789823
690,36019,55517,1,618004645,4/4/2020,40,660,460,5320,1,79.1,0.086956522,-2.442347035,4/4/2020,33,10,0.062520357
691,36019,55517,2,618004645,4/5/2020,60,720,280,5600,1,79.1,0.214285714,-1.540445041,4/5/2020,34,11,0.087011377
692,36019,55517,2,618004645,4/6/2020,20,740,320,5920,1,79.1,0.0625,-2.772588722,4/6/2020,35,12,0.027398974
693,36019,55517,1,618004645,4/7/2020,40,780,500,6420,1,79.1,0.08,-2.525728644,4/7/2020,36,13,0.052643733
694,36019,55517,1,618004645,4/8/2020,20,800,500,6920,1,79.1,0.04,-3.218875825,4/8/2020,37,14,0.025317808
695,36019,55517,3,618004645,4/9/2020,60,860,340,7260,1,79.1,0.176470588,-1.734601055,4/9/2020,38,15,0.072320662
698,36019,55517,2,618004645,4/12/2020,20,880,180,8400,1,79.1,0.111111111,-2.197224577,4/12/2020,41,18,0.022989518
699,36019,55517,3,618004645,4/13/2020,20,900,460,8860,1,79.1,0.043478261,-3.135494216,4/13/2020,42,19,0.022472856
701,36019,55517,2,618004645,4/15/2020,20,920,340,9360,1,79.1,0.058823529,-2.833213344,4/15/2020,44,21,0.021978907
